MEAN_POS_X,MEAN_POS_Y,MEAN_POS_Z,MEAN_ACC_X,MEAN_ACC_Y,MEAN_ACC_Z,MEAN_LINACC_X,MEAN_LINACC_Y,MEAN_LINACC_Z,MEAN_GYRO_X,MEAN_GYRO_Y,MEAN_GYRO_Z,MEAN_Heading,MEAN_Roll,MEAN_Pitch,MEAN_Pressure,MEDIAN_POS_X,MEDIAN_POS_Y,MEDIAN_POS_Z,MEDIAN_ACC_X,MEDIAN_ACC_Y,MEDIAN_ACC_Z,MEDIAN_LINACC_X,MEDIAN_LINACC_Y,MEDIAN_LINACC_Z,MEDIAN_GYRO_X,MEDIAN_GYRO_Y,MEDIAN_GYRO_Z,MEDIAN_Heading,MEDIAN_Roll,MEDIAN_Pitch,MEDIAN_Pressure,STD_POS_X,STD_POS_Y,STD_POS_Z,STD_ACC_X,STD_ACC_Y,STD_ACC_Z,STD_LINACC_X,STD_LINACC_Y,STD_LINACC_Z,STD_GYRO_X,STD_GYRO_Y,STD_GYRO_Z,STD_Heading,STD_Roll,STD_Pitch,STD_Pressure,MODE_POS_X,MODE_POS_Y,MODE_POS_Z,MODE_ACC_X,MODE_ACC_Y,MODE_ACC_Z,MODE_LINACC_X,MODE_LINACC_Y,MODE_LINACC_Z,MODE_GYRO_X,MODE_GYRO_Y,MODE_GYRO_Z,MODE_Heading,MODE_Roll,MODE_Pitch,MODE_Pressure,MAX_POS_X,MAX_POS_Y,MAX_POS_Z,MAX_ACC_X,MAX_ACC_Y,MAX_ACC_Z,MAX_LINACC_X,MAX_LINACC_Y,MAX_LINACC_Z,MAX_GYRO_X,MAX_GYRO_Y,MAX_GYRO_Z,MAX_Heading,MAX_Roll,MAX_Pitch,MAX_Pressure,MIN_POS_X,MIN_POS_Y,MIN_POS_Z,MIN_ACC_X,MIN_ACC_Y,MIN_ACC_Z,MIN_LINACC_X,MIN_LINACC_Y,MIN_LINACC_Z,MIN_GYRO_X,MIN_GYRO_Y,MIN_GYRO_Z,MIN_Heading,MIN_Roll,MIN_Pitch,MIN_Pressure,LOCATION,ACTIVITY
9568.571666666665,2892.512472622545,316.31493022868193,-766.2333333333333,-276.3333333333333,-221.96666666666667,140.06666666666666,-111.96666666666667,44.4,-5.054166666666666,-6.06875,-13.097916666666666,57.6875,-71.48958333333333,130.15833333333333,93077.275,9573.224999999999,2893.1355218222798,294.03841835176166,-820.0,-222.5,-248.0,161.0,-46.5,-33.0,2.8125,-14.21875,-4.25,58.15625,-71.0625,135.625,93077.75,87.17611255713759,22.146773489373572,70.87971353007758,559.8931969170753,294.31490680530624,1231.752507701886,480.7709995652696,281.9881977639506,1135.4593966229309,113.09633702095516,135.06256168319453,39.336505140566956,8.832218401769271,3.0512452999959097,22.746125885875422,6.592625843868388,9550.0,2900.0,250.0,-1911.0,-803.0,-2402.0,-869.0,-580.0,-1926.0,-186.625,-388.125,-116.625,62.9375,-74.25,135.125,93077.0,9743.35,2936.1664981900144,448.2270924534291,385.0,260.0,1790.0,1314.0,445.0,1921.0,168.75,272.5625,46.1875,76.125,-64.1875,150.4375,93086.25,9374.7,2857.744597363568,221.33560678662525,-1911.0,-803.0,-2402.0,-869.0,-580.0,-1926.0,-186.625,-388.125,-116.625,43.25,-76.9375,43.625,93064.0,kitchen_sink,WASHHANDS
9700.121666666666,2942.5532537622657,466.9315262692052,-760.0666666666667,-327.6333333333333,-133.73333333333332,155.13333333333333,-71.8,-2.933333333333333,-0.45,10.791666666666666,-6.733333333333333,52.09791666666667,-71.39583333333333,116.65,93079.375,9686.275000000001,2928.56052182228,463.838898202148,-727.5,-324.5,-127.5,153.5,-36.0,-16.0,-3.3125,-1.5,-2.96875,52.125,-71.40625,128.09375,93078.375,99.83174956527793,56.76924632056553,111.26122994609746,651.5454801037899,323.43325094382607,1287.7253651660178,645.2690288090929,295.22152991294166,1155.1079045978206,120.84549973430738,158.23741773035627,43.384557271296856,7.046598350394437,3.5159095510641865,33.71171839133318,2.2750047366377366,9600.0,2900.0,600.0,-2243.0,-916.0,-2402.0,-1324.0,-672.0,-1926.0,-173.9375,-388.125,-116.625,60.625,-76.1875,43.625,93077.75,9874.4,3098.1,633.8549212046635,385.0,366.0,1790.0,1314.0,445.0,2018.0,194.375,411.8125,66.9375,64.5625,-64.1875,150.4375,93082.75,9568.5,2862.5164981900143,280.88560678662526,-2243.0,-916.0,-2402.0,-1324.0,-672.0,-1926.0,-173.9375,-388.125,-116.625,39.625,-76.8125,43.625,93077.0,kitchen_sink,WASHHANDS
9858.968965517242,3040.1294385864926,572.1127521740967,-812.8620689655172,-307.0689655172414,-207.89655172413794,53.758620689655174,-76.93103448275862,-136.68965517241378,-6.161637931034483,20.862068965517242,-2.064655172413793,52.366379310344826,-71.625,123.69396551724138,93078.0172413793,9874.4,3072.05,594.6047691418668,-838.0,-354.0,-211.0,39.0,-85.0,-345.0,-2.6875,8.4375,1.0625,52.0625,-71.3125,135.0,93077.75,114.459922347919,71.29305089877712,51.38811767643639,706.3225044521564,413.6029782839096,1313.1122611356684,648.5878426667989,338.2381801371085,1065.4097167437606,114.4350453690009,140.86437402419116,37.8881971157301,7.13638118533573,3.4513923820684314,29.95082625795961,3.0058952749457006,9950.0,3100.0,600.0,-2395.0,-1260.0,-3400.0,-1324.0,-672.0,-1868.0,-186.75,-181.5,-72.625,39.625,-76.1875,45.25,93077.75,10019.15,3130.15,648.753711707524,289.0,366.0,1777.0,1225.0,520.0,2018.0,194.375,411.8125,66.9375,63.875,-65.125,147.1875,93082.5,9642.4,2923.4045454545458,479.45070395086685,-2395.0,-1260.0,-3400.0,-1324.0,-672.0,-1868.0,-186.75,-181.5,-72.625,39.625,-76.8125,45.25,93068.0,undefined,WASHHANDS
9720.484999999997,2974.857006010519,404.6581172156488,-910.5333333333333,-309.6666666666667,-96.66666666666667,28.3,-162.4,-22.9,-4.739583333333333,-5.720833333333333,1.0416666666666667,82.03333333333333,-77.85208333333334,111.86875,93073.0,9728.1,2961.2775544703236,389.6509732941739,-915.0,-325.0,-89.5,11.5,-143.0,-79.0,-21.1875,-22.25,4.1875,81.96875,-78.75,113.65625,93072.25,49.365976958169185,89.76438596924535,55.36219859632806,204.19729022034875,204.45779150168653,361.1229930258582,222.34846059965082,214.17437304440864,290.24048886967915,46.96401629257258,104.9397183451079,18.988904238933912,5.605130936569809,3.957733431552697,31.384054496135125,3.515973402276707,9750.0,2900.0,350.0,-1326.0,-668.0,-763.0,-472.0,60.0,-523.0,-65.75,-162.3125,-36.75,73.6875,-80.125,57.5,93073.75,9827.1,3181.9280991735536,499.54087163293224,-597.0,31.0,446.0,409.0,147.0,475.0,96.375,261.5625,35.75,95.25,-67.4375,173.1875,93079.0,9635.4,2854.6181818181817,304.5358752817431,-1326.0,-668.0,-763.0,-472.0,-590.0,-523.0,-65.75,-162.3125,-36.75,73.6875,-83.1875,57.5,93068.75,kitchen_sink,WASHHANDS
9679.286666666665,2894.3864713248176,461.4081537158927,-895.3666666666667,-281.9,10.266666666666667,67.76666666666667,-132.46666666666667,-16.7,-3.779166666666667,-12.7625,-2.560416666666667,78.2,-78.56458333333333,86.93333333333334,93075.38333333333,9682.575,2889.393181818182,473.2804457455403,-913.5,-259.5,24.5,78.5,-113.5,-37.0,0.15625,-19.9375,-1.46875,78.09375,-79.90625,85.40625,93074.0,29.779725611081044,30.4291977980711,38.5105245028228,182.67919560187232,176.40223432786237,308.0303313920096,182.11206919676258,166.0819767118207,227.28444126551932,39.11258249202426,98.59018249324689,18.78553732358805,4.066804748456578,3.9790833550284375,42.84763670570838,3.383360228645719,9700.0,2900.0,500.0,-1326.0,-144.0,-577.0,-359.0,-30.0,-178.0,-75.375,-162.3125,-8.4375,70.0625,-80.125,5.0625,93073.75,9751.6,2980.75,520.0618725754612,-597.0,31.0,513.0,373.0,147.0,307.0,70.0625,261.5625,28.25,87.375,-67.4375,173.1875,93079.5,9635.4,2854.268181818182,366.9982275800833,-1326.0,-634.0,-577.0,-359.0,-485.0,-403.0,-75.375,-162.3125,-59.25,70.0625,-84.5,5.0625,93070.25,kitchen_sink,WASHHANDS
9698.46833333333,2930.202424242424,513.764152420379,-895.6333333333333,-255.4,44.7,76.76666666666667,-110.3,-10.366666666666667,-1.1895833333333334,2.58125,-3.222916666666667,77.0375,-78.32708333333333,74.0,93077.39166666666,9692.8,2941.9727272727278,526.6625034042657,-900.0,-253.0,8.5,55.0,-113.5,-7.0,0.09375,-9.0,1.75,77.1875,-79.3125,72.5,93078.75,38.279053611633366,50.37358470565365,35.13314011624622,144.50115936376173,118.03465300641514,233.80070351801177,142.95880364716925,101.51954117990935,175.7785604072652,28.075475953862643,80.9831811741296,24.178126710785847,3.1482582760017945,4.1622107999014295,39.43398701496656,2.7194092707073714,9700.0,3000.0,550.0,-1144.0,-144.0,-363.0,-158.0,-307.0,-351.0,-75.375,-142.6875,-8.4375,77.6875,-80.0625,5.0625,93078.75,9767.05,3003.95,570.2524547028751,-620.0,-10.0,513.0,339.0,76.0,346.0,43.6875,177.625,41.1875,81.625,-67.4375,147.25,93080.25,9638.35,2854.268181818182,463.06581398008666,-1144.0,-454.0,-363.0,-158.0,-307.0,-351.0,-75.375,-142.6875,-59.25,70.0625,-84.5,5.0625,93073.75,kitchen_sink,WASHHANDS
9724.483333333334,2934.092975206612,523.3705219573748,-940.0,-271.1333333333333,-57.9,31.666666666666668,-131.83333333333334,-11.8,-2.79375,6.402083333333334,-0.42916666666666664,76.93125,-78.21458333333334,92.92291666666667,93079.36666666667,9731.925,2955.1634297520663,538.1591918027652,-933.0,-253.0,-56.5,26.5,-134.0,-4.5,-2.0625,-11.65625,-0.4375,77.09375,-79.0625,94.46875,93078.75,30.788274003132297,55.87716352127077,33.02105784708769,122.90338229402128,133.67503915074806,193.35751236041204,110.91293053976862,116.79161617682753,148.57655637228999,27.537343130784897,73.76360680171483,22.426686913575537,4.505783818968222,3.960734110123015,46.814477259394906,3.058152849446004,9750.0,2950.0,550.0,-953.0,-582.0,-419.0,-158.0,-205.0,-284.0,-74.5,-106.6875,-14.3125,68.3125,-80.0,5.9375,93076.0,9781.4,3003.95,570.2524547028751,-714.0,-26.0,353.0,309.0,69.0,346.0,43.6875,177.625,41.1875,84.75,-67.6875,158.0625,93084.5,9654.85,2804.8768595041324,464.83755102026925,-1209.0,-582.0,-419.0,-158.0,-455.0,-284.0,-74.5,-106.6875,-48.8125,68.3125,-84.0,5.9375,93074.0,kitchen_sink,WASHHANDS
9675.515000000003,3072.816873278237,743.6710084187008,-800.0333333333333,-306.7,-59.9,41.13333333333333,-2.033333333333333,-38.833333333333336,-8.204166666666667,12.416666666666666,-1.775,47.14791666666667,-68.79583333333333,124.80208333333333,93084.59166666666,9665.375,3088.8413223140496,757.0000972127369,-672.5,-227.5,-115.0,112.0,44.5,-26.0,-17.9375,28.46875,3.75,46.84375,-69.4375,137.78125,93083.75,71.28215203173839,48.920665631625056,43.26457286466342,564.3399246683798,374.2737473174341,1048.9860243636922,576.5596379317183,292.940676980656,1042.12819660583,95.02091695392319,147.29366900230616,40.88496596317949,6.140187963374958,3.3680857228968515,32.60883254502855,7.963949844545532,9600.0,3100.0,750.0,-1898.0,-88.0,-1849.0,-1003.0,-47.0,-1582.0,-160.375,-380.4375,-111.9375,38.125,-65.9375,48.5,93075.75,9798.65,3118.723553719008,802.3723277778778,99.0,236.0,2039.0,998.0,428.0,1965.0,160.375,282.5625,69.125,58.375,-62.625,154.5625,93097.0,9563.5,2936.927272727273,620.9842906403416,-1898.0,-1099.0,-1849.0,-1003.0,-837.0,-1582.0,-160.375,-380.4375,-111.9375,38.125,-75.4375,48.5,93075.75,kitchen_sink,WASHHANDS
9655.291935483872,3024.626193015196,735.9810629108865,-814.3870967741935,-322.61290322580646,-168.06451612903226,87.54838709677419,-32.12903225806452,-29.838709677419356,2.524193548387097,35.02620967741935,2.310483870967742,51.189516129032256,-65.64717741935483,120.60887096774194,93084.96774193548,9666.4,3059.4590909090907,748.2752534241071,-666.0,-226.0,-88.0,155.0,47.0,45.0,10.4375,60.9375,3.125,51.9375,-67.0625,134.875,93083.75,90.6133775046251,76.58882511451162,43.33886459464989,637.8602604238306,372.73991624360593,1239.6368268027502,645.8620512519,323.2117718499213,1120.6033225239041,108.3056771718883,133.35491958159213,36.77476661165095,12.877189173420748,12.679878133318416,39.10529977849715,8.195715836003352,9750.0,3100.0,750.0,-2053.0,41.0,-2230.0,-1172.0,-837.0,-1918.0,-160.375,-174.0,-75.0,59.9375,-70.75,0.0,93075.0,9798.65,3118.723553719008,802.3723277778778,153.0,165.0,2039.0,1076.0,403.0,1965.0,193.25,282.5625,69.125,72.75,0.0,154.5625,93097.0,9512.95,2894.609090909091,646.087263185758,-2053.0,-1099.0,-2230.0,-1172.0,-837.0,-1918.0,-160.375,-174.0,-75.0,0.0,-75.4375,0.0,93072.75,kitchen_sink,WASHHANDS
9671.375,2994.90366766842,738.9387939049024,-943.9,-291.03333333333336,-484.03333333333336,15.066666666666666,2.2666666666666666,-68.33333333333333,-4.916666666666667,9.727083333333333,-0.875,59.56041666666667,-63.94375,138.94375,93077.125,9634.85,2974.1144628099173,711.0002406453752,-891.5,-222.5,-608.5,70.5,69.5,-88.0,-14.34375,34.0625,2.71875,59.9375,-65.40625,142.96875,93075.0,116.77393186748954,80.10779770562252,67.96697809508383,559.0644494337748,333.64119518793956,1192.8933670104261,560.2150408138137,294.9597206087794,1098.820381083759,109.2694322225897,116.54841019508346,37.78819573714741,13.522565385491209,12.440432962965337,27.635980176633428,5.364213314434711,9800.0,2950.0,650.0,-2053.0,41.0,-2230.0,-1172.0,162.0,-1918.0,-154.4375,-173.125,-82.125,59.9375,-70.75,0.0,93071.0,9876.35,3155.995942900075,873.1159391227089,153.0,154.0,1667.0,1076.0,370.0,1920.0,193.25,205.875,51.625,75.875,0.0,163.625,93091.5,9512.95,2894.609090909091,646.087263185758,-2053.0,-964.0,-2230.0,-1172.0,-674.0,-1918.0,-154.625,-173.125,-82.125,0.0,-70.9375,0.0,93071.0,kitchen_sink,WASHHANDS
