1674160104.9896162,0.0,0.0,0.0,0.125,-2.8125,1.3125,-72.0,-28.0,959.0
1674160105.073087,0.0,0.0,0.0,0.25,-2.6875,1.3125,-38.0,-26.0,984.0
1674160105.152245,0.0,0.0,0.0,0.3125,-2.75,1.3125,-55.0,-38.0,969.0
1674160105.241913,0.0,0.0,0.0,0.25,-2.6875,1.25,-46.0,-26.0,975.0
1674160105.334068,0.0,0.0,0.0,0.3125,-2.4375,1.25,-45.0,-25.0,995.0
1674160105.420922,0.0,0.0,0.0,0.3125,-2.625,1.25,-57.0,-28.0,969.0
1674160105.497864,6616.0,6718.0,3905.0,0.375,-2.75,1.125,-37.0,-26.0,980.0
1674160105.575521,6401.0,7147.0,4229.0,0.5,-2.8125,1.125,-43.0,-18.0,968.0
1674160105.659054,6531.0,6786.0,3855.0,0.6875,-2.875,1.25,-58.0,-14.0,987.0
1674160105.741855,6504.0,6842.0,4041.0,1.1875,-3.0,1.3125,-46.0,0.0,976.0
1674160105.8138309,6842.0,6513.0,2397.0,2.1875,-3.3125,1.375,-41.0,-35.0,987.0
1674160105.890257,6791.0,6706.0,1401.0,2.875,-3.5625,1.4375,-51.0,-41.0,966.0
1674160105.9678452,6675.0,6430.0,3006.0,3.625,-3.75,1.625,-85.0,-65.0,974.0
1674160106.0481532,6802.0,6535.0,3367.0,3.75,-3.875,1.625,-61.0,0.0,973.0
1674160106.1286762,6859.0,6639.0,2715.0,4.0625,-4.125,1.75,-45.0,0.0,982.0
1674160106.209878,6636.0,6492.0,3014.0,4.9375,-4.3125,1.9375,-90.0,-84.0,966.0
1674160106.291242,6946.0,6447.0,2563.0,5.1875,-4.3125,2.25,-100.0,-126.0,980.0
1674160106.374044,6983.0,6547.0,2293.0,4.625,-5.5625,2.0625,-115.0,-35.0,835.0
1674160106.450912,6985.0,6461.0,3351.0,3.9375,-5.75,2.375,-89.0,-26.0,945.0
1674160106.525724,6998.0,6444.0,3476.0,3.75,-4.5625,1.75,-113.0,30.0,995.0
1674160106.602638,6983.0,6584.0,207.0,3.0625,-4.9375,2.0,-6.0,-19.0,1002.0
1674160106.682367,7042.0,6503.0,3383.0,2.875,-5.875,2.3125,-156.0,-33.0,954.0
1674160106.757062,6912.0,6319.0,3107.0,2.75,-6.5,2.3125,-114.0,-28.0,880.0
1674160106.832236,6904.0,6372.0,3558.0,2.75,-6.0,2.5,-109.0,-69.0,993.0
1674160106.908881,6956.0,6388.0,3703.0,2.6875,-5.875,2.5,-104.0,-48.0,968.0
1674160106.985311,6960.0,6392.0,3597.0,3.25,-5.75,2.375,-135.0,-45.0,949.0
1674160107.0689971,6967.0,6398.0,3471.0,3.5,-5.1875,2.25,-69.0,-70.0,973.0
1674160107.1457129,6921.0,6446.0,3594.0,3.75,-4.625,2.1875,-63.0,-70.0,974.0
1674160107.220309,6897.0,6479.0,3586.0,3.75,-4.125,2.4375,-94.0,-45.0,1004.0
1674160107.296959,6780.0,6429.0,3386.0,3.75,-4.1875,2.375,-40.0,-39.0,980.0
1674160107.380209,6726.0,6645.0,3955.0,3.4375,-4.6875,2.5,-89.0,-38.0,968.0
1674160107.458229,6843.0,6424.0,3538.0,3.125,-5.125,2.5,-91.0,-69.0,962.0
1674160107.537198,6876.0,6442.0,3392.0,3.0,-5.375,2.4375,-90.0,-36.0,947.0
1674160107.617634,6892.0,6420.0,3369.0,2.8125,-5.4375,2.25,-104.0,-63.0,962.0
1674160107.700032,6884.0,6300.0,3335.0,2.5,-5.25,2.1875,-53.0,-36.0,1011.0
1674160107.7835488,6728.0,6203.0,3232.0,2.125,-5.125,1.875,-106.0,-29.0,965.0
1674160107.8698418,6738.0,6257.0,3046.0,2.0625,-4.75,1.5625,-77.0,-18.0,976.0
1674160107.948927,6784.0,6179.0,3108.0,2.1875,-4.5625,1.375,-82.0,-14.0,976.0
1674160108.0296881,6793.0,6204.0,3233.0,2.375,-4.625,1.25,-97.0,-26.0,975.0
1674160108.1113029,6765.0,6255.0,3203.0,2.875,-5.0,1.1875,-77.0,3.0,979.0
1674160108.191703,6961.0,6273.0,3262.0,3.4375,-5.3125,1.0625,-85.0,-36.0,981.0
1674160108.273581,6926.0,6358.0,3678.0,3.9375,-5.5625,0.9375,-83.0,-25.0,977.0
1674160108.349282,6878.0,6328.0,3453.0,4.125,-5.75,0.9375,-96.0,-39.0,964.0
1674160108.424439,6786.0,6193.0,3253.0,3.75,-5.5625,1.0,-79.0,-7.0,982.0
1674160108.5012538,6741.0,6164.0,3131.0,3.125,-5.25,1.1875,-75.0,-29.0,974.0
1674160108.578933,6731.0,6272.0,3212.0,2.9375,-5.0625,1.1875,-108.0,-37.0,947.0
1674160108.6582122,6726.0,6409.0,3353.0,3.125,-4.3125,0.6875,-95.0,3.0,942.0
1674160108.7435431,6768.0,6406.0,3517.0,3.625,-3.0,0.0625,-24.0,14.0,1021.0
1674160108.823193,6723.0,6295.0,3242.0,3.5,-2.6875,-0.6875,-51.0,16.0,1002.0
1674160108.902273,6681.0,6424.0,3480.0,3.4375,-3.875,-1.125,-85.0,55.0,969.0
1674160108.980628,6758.0,6452.0,3751.0,3.5625,-4.3125,-1.4375,-96.0,0.0,911.0
1674160109.0575979,6727.0,6366.0,3782.0,3.5,-3.875,-1.5625,-94.0,-1.0,980.0
1674160109.137194,6749.0,6398.0,3761.0,3.4375,-3.75,-1.6875,-60.0,2.0,962.0
1674160109.219193,6725.0,6419.0,3613.0,3.3125,-4.125,-1.4375,-45.0,75.0,978.0
1674160109.306487,5759.0,5996.0,-1158.0,2.1875,-4.375,-1.3125,-65.0,2.0,966.0
1674160109.385328,6708.0,6339.0,3460.0,1.25,-4.5625,-0.9375,-115.0,13.0,942.0
1674160109.462382,6724.0,6394.0,3574.0,0.75,-4.1875,-0.8125,-60.0,14.0,981.0
1674160109.5367649,6736.0,6417.0,3371.0,0.3125,-3.875,-0.8125,-70.0,-5.0,965.0
1674160109.612361,6798.0,6328.0,3362.0,0.1875,-3.5625,-1.375,-68.0,20.0,991.0
1674160109.6895082,6797.0,6264.0,3365.0,359.5,-3.625,-1.625,-65.0,53.0,979.0
1674160109.7636638,6827.0,6304.0,3314.0,359.4375,-3.75,-1.375,-70.0,-2.0,987.0
1674160109.84202,6598.0,6398.0,2254.0,359.3125,-4.125,-0.875,-79.0,6.0,972.0
1674160109.926465,6633.0,6343.0,2255.0,358.5625,-4.8125,0.0,-92.0,-33.0,973.0
1674160110.001875,6699.0,6285.0,2207.0,358.125,-5.5625,0.5,-104.0,-20.0,940.0
1674160110.081835,6668.0,6289.0,2239.0,358.0,-5.5625,0.625,-124.0,-22.0,953.0
1674160110.166388,6741.0,6144.0,3198.0,357.4375,-4.8125,0.1875,-53.0,-13.0,992.0
1674160110.2445922,6732.0,6164.0,3033.0,357.0625,-4.625,0.4375,-76.0,-11.0,997.0
1674160110.324268,6610.0,6332.0,2331.0,356.75,-4.8125,0.1875,-64.0,-11.0,991.0
1674160110.408177,6629.0,6347.0,2229.0,356.875,-4.625,0.0,-93.0,-56.0,1001.0
1674160110.487215,6832.0,6294.0,2760.0,356.5,-4.5,0.0625,-71.0,-21.0,956.0
1674160110.561234,6705.0,6283.0,2253.0,356.125,-4.4375,0.125,-64.0,9.0,976.0
1674160110.637172,6786.0,6287.0,2785.0,355.875,-4.375,0.1875,-66.0,-7.0,981.0
1674160110.712117,6810.0,6355.0,3172.0,355.6875,-4.625,0.25,-85.0,8.0,957.0
1674160110.7912939,6772.0,6459.0,2344.0,355.6875,-4.5625,0.3125,-81.0,14.0,969.0
1674160110.87676,6935.0,6200.0,3020.0,356.125,-4.3125,0.4375,-82.0,-26.0,980.0
1674160110.955057,6738.0,6415.0,2983.0,356.4375,-4.1875,0.625,-71.0,-26.0,992.0
1674160111.0298681,6847.0,6326.0,3157.0,356.5,-4.1875,0.625,-76.0,-25.0,958.0
1674160111.108587,6716.0,6395.0,2770.0,356.4375,-4.0625,0.5625,-84.0,0.0,955.0
1674160111.1892722,6599.0,6382.0,2639.0,356.5625,-3.625,0.5,-72.0,-19.0,971.0
1674160111.268461,6650.0,6464.0,2362.0,357.125,-2.9375,0.4375,-50.0,33.0,988.0
1674160111.352112,6611.0,6409.0,2383.0,357.5,-2.625,0.625,-32.0,14.0,1021.0
1674160111.434468,6636.0,6522.0,2178.0,357.75,-4.0,2.25,-55.0,-46.0,1002.0
1674160111.50837,6884.0,6563.0,2242.0,357.8125,-5.5625,3.1875,-109.0,-16.0,961.0
1674160111.587113,6838.0,6464.0,2901.0,357.75,-6.625,3.5625,-172.0,-13.0,907.0
1674160111.6711931,6729.0,6422.0,3020.0,358.1875,-6.25,3.875,-110.0,-39.0,978.0
1674160111.75071,6736.0,6437.0,1737.0,358.875,-5.75,4.125,-69.0,-123.0,965.0
1674160111.833228,6707.0,6547.0,2321.0,359.0625,-5.4375,4.1875,-84.0,-106.0,955.0
1674160111.915406,6855.0,6391.0,3146.0,358.875,-5.1875,4.1875,-80.0,-63.0,984.0
1674160111.9929972,6703.0,6455.0,2883.0,358.375,-5.0625,4.25,-109.0,-53.0,954.0
1674160112.0705469,6650.0,6556.0,2890.0,358.375,-4.875,3.9375,-99.0,-61.0,973.0
1674160112.155522,6639.0,6679.0,3061.0,358.5,-4.4375,3.875,-71.0,-70.0,980.0
1674160112.235939,6685.0,6512.0,2865.0,358.6875,-3.875,3.75,-70.0,-61.0,988.0
1674160112.3153028,6649.0,6548.0,2903.0,359.0625,-3.625,3.5,-52.0,-70.0,980.0
1674160112.389976,6639.0,6512.0,2802.0,359.3125,-3.6875,3.375,-81.0,-50.0,963.0
1674160112.467128,6806.0,6428.0,3158.0,359.4375,-3.5625,3.375,-63.0,-55.0,983.0
1674160112.5483992,6747.0,6401.0,2964.0,359.625,-3.375,3.3125,-63.0,-50.0,970.0
1674160112.629261,6672.0,6537.0,3046.0,359.9375,-3.25,3.1875,-58.0,-57.0,975.0
1674160112.709548,6665.0,6466.0,2729.0,0.125,-3.25,3.125,-40.0,-59.0,942.0
1674160112.794039,6576.0,6472.0,2731.0,0.0625,-3.125,3.0,-50.0,-42.0,992.0
1674160112.8773,6542.0,6459.0,2973.0,359.75,-2.375,3.125,-55.0,-47.0,984.0
1674160112.9569778,6483.0,6396.0,2834.0,359.5,-2.25,2.9375,-37.0,-40.0,976.0
1674160113.040572,6645.0,6480.0,2629.0,359.5625,-2.25,2.875,-27.0,-53.0,982.0
1674160113.122266,6616.0,6547.0,2822.0,359.9375,-2.125,2.9375,-44.0,-59.0,969.0
1674160113.204445,6564.0,6509.0,2579.0,0.3125,-1.9375,3.0625,-32.0,-48.0,988.0
1674160113.287041,6693.0,6475.0,2362.0,0.4375,-1.875,3.125,-36.0,-49.0,986.0
