1675375023.232468,7010.0,7103.0,736.0,92.5,-6.25,-76.875,0.0,6.0,6.0,0x684a
1675375023.356755,7391.0,7510.0,908.0,339.5,-11.8125,90.625,-17.0,6.0,4.0,0x683f
1675375023.465326,6980.0,7107.0,774.0,92.6875,-6.4375,-77.0,-6.0,-4.0,4.0,0x684a
1675375023.575395,7381.0,7533.0,852.0,338.75,-12.0625,90.3125,-8.0,10.0,6.0,0x683f
1675375023.685078,7002.0,7072.0,826.0,92.5625,-6.4375,-76.9375,-2.0,0.0,0.0,0x684a
1675375023.794076,7306.0,7486.0,848.0,337.75,-12.25,90.1875,-5.0,8.0,1.0,0x683f
1675375023.902029,6933.0,6998.0,1282.0,92.5625,-6.25,-76.8125,-4.0,-2.0,1.0,0x684a
1675375024.010219,7524.0,7206.0,855.0,337.125,-12.375,90.125,-1.0,3.0,8.0,0x683f
1675375024.119454,6923.0,6981.0,1255.0,92.5,-6.0,-76.6875,-5.0,1.0,1.0,0x684a
1675375024.228898,7485.0,7159.0,875.0,337.125,-12.375,90.0625,-10.0,5.0,5.0,0x683f
1675375024.336777,6906.0,7000.0,1248.0,92.4375,-6.0,-76.625,0.0,0.0,9.0,0x684a
1675375024.44674,7432.0,7140.0,816.0,336.875,-12.375,89.9375,-10.0,4.0,-1.0,0x683f
1675375024.554986,6897.0,6959.0,1212.0,92.125,-5.9375,-76.625,-3.0,0.0,-5.0,0x684a
1675375024.693422,7470.0,7338.0,716.0,335.9375,-12.625,89.75,-24.0,3.0,11.0,0x683f
1675375024.8010292,6888.0,6929.0,1180.0,91.6875,-5.625,-75.9375,10.0,27.0,7.0,0x684a
1675375024.9140952,7443.0,7318.0,743.0,333.375,-13.875,88.9375,5.0,6.0,-13.0,0x683f
1675375025.027939,6897.0,6964.0,1147.0,91.0625,-4.0625,-75.75,-1.0,12.0,11.0,0x684a
1675375025.13611,7446.0,7225.0,796.0,333.25,-14.5,88.8125,-8.0,11.0,4.0,0x683f
1675375025.243971,6968.0,6905.0,3600.0,89.3125,-3.3125,-77.0,3.0,-3.0,10.0,0x684a
1675375025.353397,7437.0,7154.0,830.0,334.5,-13.8125,88.75,-41.0,0.0,0.0,0x683f
1675375025.4617448,6937.0,6969.0,1190.0,88.25,-3.0625,-78.375,-1.0,8.0,-1.0,0x684a
1675375025.573858,7444.0,7136.0,894.0,332.5625,-14.0625,88.375,5.0,-2.0,12.0,0x683f
1675375025.684433,6933.0,6991.0,1169.0,88.0,-3.1875,-78.625,-3.0,2.0,8.0,0x684a
1675375025.7947252,7370.0,7255.0,674.0,331.9375,-16.3125,87.4375,17.0,3.0,-11.0,0x683f
1675375025.904356,6883.0,7035.0,1198.0,88.75,-3.875,-78.8125,-12.0,5.0,4.0,0x684a
1675375026.0150049,7329.0,7153.0,848.0,331.0,-15.5,87.0,25.0,-4.0,10.0,0x683f
1675375026.124258,6897.0,7003.0,1154.0,88.9375,-4.625,-79.1875,-43.0,26.0,7.0,0x684a
