1675373829.8710752,11991.0,-1455.0,-121.0,357.6875,-5.4375,-78.6875,5.0,-7.0,2.0,0x684a
1675373829.996601,9016.0,-1652.0,2347.0,276.0625,-4.25,104.875,0.0,-2.0,-3.0,0x683f
1675373830.113239,11808.0,-2173.0,1882.0,357.5,-5.25,-78.9375,1.0,-2.0,8.0,0x684a
1675373830.233202,8981.0,-1608.0,2367.0,275.6875,-4.25,104.875,7.0,6.0,9.0,0x683f
1675373830.3488069,11581.0,-1924.0,44.0,357.5625,-5.375,-78.9375,-2.0,-5.0,0.0,0x684a
1675373830.467464,8970.0,-1626.0,2390.0,275.25,-4.5625,104.625,0.0,7.0,13.0,0x683f
1675373830.578723,8471.0,2620.0,549.0,357.5625,-5.375,-78.6875,3.0,-4.0,-6.0,0x684a
1675373830.6896782,8553.0,3379.0,716.0,274.9375,-4.625,104.625,2.0,5.0,2.0,0x683f
1675373830.8010461,8471.0,2588.0,542.0,357.625,-5.4375,-78.4375,1.0,-5.0,15.0,0x684a
1675373830.9131231,8616.0,3387.0,647.0,274.9375,-4.5,104.5625,5.0,11.0,10.0,0x683f
1675373831.029093,9080.0,2713.0,424.0,357.4375,-5.5625,-78.5625,1.0,-3.0,5.0,0x684a
1675373831.143981,8515.0,3366.0,697.0,275.0625,-4.5,104.5625,-1.0,0.0,3.0,0x683f
1675373831.258881,8463.0,2585.0,500.0,357.4375,-5.625,-78.625,-1.0,-3.0,0.0,0x684a
1675373831.373323,8721.0,3394.0,598.0,275.25,-4.4375,104.5,-11.0,5.0,4.0,0x683f
1675373831.4890618,8692.0,2707.0,480.0,357.6875,-5.625,-78.8125,0.0,0.0,0.0,0x684a
1675373831.60036,8547.0,3322.0,709.0,275.5,-4.375,104.4375,-3.0,3.0,9.0,0x683f
1675373831.7126122,8657.0,2910.0,1112.0,357.6875,-5.75,-78.875,-3.0,3.0,0.0,0x684a
1675373831.824662,8544.0,3310.0,740.0,275.9375,-4.3125,104.375,-6.0,5.0,4.0,0x683f
1675373831.936755,8625.0,2589.0,1267.0,357.75,-5.75,-78.875,-4.0,-2.0,-2.0,0x684a
1675373832.0472262,8645.0,3395.0,665.0,276.0,-4.3125,104.25,-8.0,-2.0,5.0,0x683f
1675373832.1580749,8575.0,2550.0,1197.0,357.8125,-5.6875,-78.875,-10.0,-10.0,-18.0,0x684a
1675373832.2697852,8658.0,3360.0,605.0,275.875,-4.125,104.125,-14.0,4.0,5.0,0x683f
1675373832.37996,8590.0,2540.0,1202.0,357.375,-5.5625,-79.0,-13.0,-4.0,4.0,0x684a
1675373832.4938529,8625.0,3376.0,597.0,275.4375,-4.0,104.1875,-7.0,0.0,12.0,0x683f
1675373832.606879,8582.0,2566.0,1267.0,357.4375,-5.4375,-78.8125,-9.0,-2.0,6.0,0x684a
1675373832.7196841,8614.0,3356.0,637.0,275.5,-3.9375,104.125,-13.0,6.0,17.0,0x683f
1675373832.831118,8592.0,2704.0,1101.0,357.5,-5.375,-78.6875,-14.0,5.0,-6.0,0x684a
1675373832.94496,8620.0,3396.0,646.0,274.4375,-3.8125,104.25,-10.0,1.0,1.0,0x683f
1675373833.059119,8472.0,2746.0,969.0,357.375,-5.1875,-78.25,-5.0,0.0,-14.0,0x684a
1675373833.169081,8601.0,3410.0,668.0,273.4375,-3.6875,104.4375,-6.0,1.0,5.0,0x683f
1675373833.278868,9103.0,3182.0,1171.0,357.5625,-5.0625,-77.875,-3.0,1.0,1.0,0x684a
1675373833.389781,8630.0,3415.0,683.0,272.75,-3.5,104.375,1.0,3.0,8.0,0x683f
1675373833.500321,8780.0,2794.0,981.0,357.8125,-5.0625,-77.4375,-2.0,-1.0,-10.0,0x684a
1675373833.609812,8661.0,3445.0,635.0,271.8125,-3.625,104.1875,-3.0,7.0,12.0,0x683f
1675373833.718884,8850.0,3016.0,1146.0,358.0,-5.0625,-77.3125,-4.0,-5.0,6.0,0x684a
1675373833.8269172,8609.0,3440.0,698.0,271.625,-3.625,104.1875,-20.0,12.0,7.0,0x683f
1675373833.934668,8717.0,2883.0,1060.0,358.875,-5.3125,-76.9375,-1.0,-7.0,0.0,0x684a
1675373834.045611,8600.0,3428.0,696.0,272.875,-4.0,104.4375,-19.0,-4.0,11.0,0x683f
1675373834.155138,9353.0,2937.0,909.0,359.75,-5.625,-77.3125,13.0,-14.0,16.0,0x684a
1675373834.2656782,8594.0,3368.0,745.0,273.9375,-4.375,104.4375,-20.0,3.0,1.0,0x683f
1675373834.377543,8519.0,2433.0,777.0,0.125,-5.6875,-77.5,0.0,-5.0,6.0,0x684a
1675373834.487783,8580.0,3411.0,724.0,274.4375,-4.75,104.4375,-14.0,1.0,9.0,0x683f
1675373834.6005812,8306.0,2251.0,712.0,0.0625,-5.875,-77.875,-4.0,-6.0,1.0,0x684a
1675373834.709735,8530.0,3386.0,702.0,274.875,-4.8125,104.25,-8.0,-4.0,0.0,0x683f
1675373834.819343,8496.0,2422.0,646.0,0.25,-6.125,-78.0625,-9.0,-6.0,10.0,0x684a
1675373834.927645,8546.0,3379.0,717.0,275.3125,-4.8125,104.0,6.0,6.0,13.0,0x683f
1675373835.055808,8864.0,2582.0,580.0,0.1875,-5.9375,-78.4375,-2.0,-2.0,1.0,0x684a
1675373835.167867,8513.0,3346.0,698.0,275.5,-4.875,103.8125,-2.0,0.0,13.0,0x683f
1675373835.278202,8520.0,2710.0,730.0,0.0625,-5.625,-78.6875,-2.0,-6.0,-10.0,0x684a
