1675373593.061731,12825.0,-2241.0,2356.0,0.4375,-5.375,-77.6875,-11.0,1.0,25.0,0x684a
1675373593.188405,11221.0,12755.0,2370.0,55.0625,-6.125,108.625,-73.0,25.0,-44.0,0x683f
1675373593.311917,12961.0,-2301.0,2363.0,0.625,-5.625,-77.5,7.0,-8.0,13.0,0x684a
1675373593.4316092,11290.0,12756.0,2370.0,69.5,-6.5,111.5625,-112.0,36.0,112.0,0x683f
1675373593.553987,16466.0,18381.0,2393.0,1.0,-5.25,-78.0,10.0,-4.0,1.0,0x684a
1675373593.674423,11271.0,12772.0,2336.0,71.1875,-7.3125,110.4375,-10.0,14.0,-9.0,0x683f
1675373593.784294,8634.0,2297.0,770.0,0.4375,-4.0625,-78.5625,1.0,-5.0,-11.0,0x684a
1675373593.8919191,8580.0,3366.0,874.0,73.0,-7.1875,109.5625,0.0,5.0,10.0,0x683f
1675373594.000536,8734.0,2429.0,544.0,0.875,-3.9375,-78.75,-4.0,5.0,-7.0,0x684a
1675373594.108504,8571.0,3340.0,861.0,73.375,-7.375,109.375,17.0,6.0,-7.0,0x683f
1675373594.216573,8560.0,2720.0,657.0,0.75,-4.5,-78.9375,6.0,5.0,1.0,0x684a
1675373594.3259609,8561.0,3346.0,863.0,73.375,-7.625,109.3125,-18.0,4.0,-5.0,0x683f
1675373594.4365141,8510.0,2632.0,540.0,0.375,-4.75,-79.0625,0.0,-4.0,-6.0,0x684a
1675373594.5458019,8497.0,3375.0,726.0,71.6875,-7.75,109.1875,2.0,6.0,4.0,0x683f
1675373594.6535838,8502.0,2623.0,585.0,359.875,-4.75,-78.625,14.0,9.0,-3.0,0x684a
1675373594.763102,8506.0,3340.0,800.0,71.25,-7.9375,108.4375,9.0,18.0,14.0,0x683f
1675373594.873515,8578.0,2729.0,729.0,0.5625,-6.0,-77.8125,-4.0,1.0,-20.0,0x684a
1675373594.9829419,8520.0,3386.0,772.0,70.6875,-7.875,107.9375,15.0,3.0,11.0,0x683f
1675373595.093457,8633.0,2659.0,760.0,0.125,-6.0625,-78.125,-1.0,-8.0,-12.0,0x684a
1675373595.205389,8526.0,3388.0,833.0,70.5625,-7.6875,107.875,2.0,10.0,0.0,0x683f
1675373595.3139331,8696.0,2729.0,906.0,0.0,-5.9375,-77.6875,1.0,3.0,11.0,0x684a
1675373595.422163,8520.0,3328.0,865.0,70.875,-7.6875,107.9375,-10.0,12.0,-4.0,0x683f
1675373595.5333812,8720.0,2746.0,1001.0,0.4375,-6.0,-77.5625,8.0,-7.0,-5.0,0x684a
1675373595.642625,8533.0,3353.0,821.0,71.3125,-7.8125,107.8125,-15.0,4.0,-9.0,0x683f
1675373595.753512,8628.0,2573.0,693.0,0.8125,-6.125,-77.875,2.0,-4.0,-13.0,0x684a
1675373595.864224,8520.0,3375.0,808.0,71.5625,-7.75,107.75,-11.0,2.0,0.0,0x683f
1675373595.974962,8700.0,2554.0,880.0,0.5625,-6.0,-78.0,0.0,-5.0,-1.0,0x684a
1675373596.100262,8511.0,3342.0,846.0,70.6875,-7.75,107.875,5.0,4.0,0.0,0x683f
1675373596.210432,8514.0,2548.0,649.0,0.375,-5.1875,-77.9375,2.0,4.0,17.0,0x684a
1675373596.321253,8513.0,3393.0,859.0,71.25,-7.75,107.8125,3.0,0.0,2.0,0x683f
1675373596.432776,8706.0,2839.0,590.0,1.0,-4.75,-78.125,6.0,-1.0,-2.0,0x684a
1675373596.54231,8521.0,3355.0,791.0,71.5625,-7.6875,107.5625,-6.0,4.0,-1.0,0x683f
1675373596.6564128,8296.0,2166.0,1219.0,1.25,-4.9375,-78.0,0.0,0.0,-3.0,0x684a
1675373596.766447,8532.0,3353.0,768.0,71.5625,-7.6875,107.375,0.0,3.0,0.0,0x683f
1675373596.876545,8532.0,2716.0,1084.0,1.25,-5.0,-78.25,-4.0,2.0,-1.0,0x684a
1675373597.000036,8546.0,3411.0,702.0,71.4375,-7.6875,107.125,21.0,16.0,3.0,0x683f
1675373597.110278,8541.0,2708.0,863.0,1.6875,-5.125,-78.3125,-8.0,-1.0,-19.0,0x684a
1675373597.218833,8512.0,3397.0,703.0,72.25,-7.875,107.1875,-7.0,1.0,-1.0,0x683f
1675373597.328932,8544.0,2479.0,954.0,1.8125,-5.125,-78.4375,-11.0,-2.0,-11.0,0x684a
1675373597.452023,8505.0,3498.0,594.0,72.0,-8.0625,107.125,-4.0,3.0,10.0,0x683f
1675373597.561009,8525.0,2658.0,809.0,1.8125,-5.0,-77.8125,-11.0,-6.0,-1.0,0x684a
1675373597.6715012,8529.0,3415.0,734.0,71.5,-8.0625,107.0625,-4.0,5.0,0.0,0x683f
1675373597.781628,8340.0,2499.0,674.0,1.625,-4.875,-77.5625,8.0,7.0,5.0,0x684a
1675373597.8929029,8524.0,3363.0,759.0,71.25,-8.375,107.25,6.0,16.0,22.0,0x683f
1675373598.005655,8373.0,2545.0,696.0,1.125,-4.5,-77.3125,1.0,-8.0,5.0,0x684a
1675373598.116362,8524.0,3395.0,790.0,71.0,-8.3125,107.375,3.0,4.0,0.0,0x683f
1675373598.226279,8334.0,2459.0,677.0,0.75,-4.375,-77.125,1.0,0.0,2.0,0x684a
1675373598.335607,8548.0,3375.0,781.0,71.0625,-8.25,107.375,-6.0,6.0,-8.0,0x683f
1675373598.446155,8776.0,2727.0,625.0,0.875,-4.375,-77.25,6.0,-4.0,-2.0,0x684a
1675373598.556305,8509.0,3334.0,787.0,71.25,-8.1875,107.375,-5.0,3.0,-9.0,0x683f
1675373598.668433,8481.0,2561.0,625.0,0.375,-4.4375,-77.5625,-3.0,-6.0,-3.0,0x684a
1675373598.781631,8533.0,3373.0,789.0,71.25,-8.0,107.375,1.0,2.0,3.0,0x683f
1675373598.89285,8812.0,2754.0,602.0,0.0625,-4.6875,-77.875,-4.0,-4.0,3.0,0x684a
1675373599.0038452,8547.0,3337.0,810.0,71.625,-7.8125,107.4375,-121.0,-157.0,-1.0,0x683f
1675373599.113527,8440.0,2464.0,534.0,359.75,-4.625,-77.8125,-28.0,7.0,-41.0,0x684a
1675373599.225215,8726.0,3466.0,914.0,31.8125,-18.5625,72.375,-48.0,-18.0,73.0,0x683f
