1677620090.858963,9653.0,4523.0,2394.0,168.1875,-11.3125,89.625,-170.0,-1012.0,-56.0,26.5,-8.5625,21.625,52.0,-55.0,-72.0,0x683f
1677620090.9110458,9345.0,4999.0,2388.0,171.125,-11.375,88.625,-86.0,-1011.0,-68.0,31.375,10.0625,73.25,107.0,-50.0,-90.0,0x683f
1677620090.96222,9311.0,3949.0,944.0,177.0625,-12.5,90.8125,-245.0,-869.0,-221.0,-66.3125,23.4375,214.75,-32.0,87.0,-206.0,0x683f
1677620091.01664,9389.0,5523.0,2397.0,184.9375,-12.0,97.0,-147.0,-710.0,-272.0,-144.25,-18.75,154.9375,57.0,241.0,-155.0,0x683f
1677620091.070053,9212.0,3887.0,1203.0,192.0,-9.9375,105.375,-605.0,-1352.0,17.0,-61.5,3.125,91.0625,-289.0,-271.0,630.0,0x683f
1677620091.121156,9184.0,3881.0,1211.0,195.5,-9.75,105.75,-283.0,-877.0,-142.0,11.25,14.125,50.0625,-83.0,49.0,54.0,0x683f
1677620091.171734,9238.0,5336.0,2397.0,196.375,-9.375,106.375,-220.0,-932.0,-308.0,-11.5,-14.1875,-17.6875,-52.0,-6.0,-25.0,0x683f
1677620091.227031,9345.0,5509.0,2396.0,195.5625,-8.9375,106.625,-130.0,-932.0,-282.0,-4.125,-15.25,-14.875,38.0,0.0,-13.0,0x683f
1677620091.278888,9272.0,5388.0,2390.0,195.5625,-8.375,106.25,-137.0,-935.0,-294.0,13.0,-13.1875,-10.0625,-9.0,-7.0,-14.0,0x683f
1677620091.3305779,9244.0,5376.0,2391.0,195.125,-8.0625,105.125,-190.0,-964.0,-226.0,28.125,-5.1875,-10.6875,-42.0,-35.0,36.0,0x683f
1677620091.380281,9053.0,4702.0,440.0,194.0625,-8.125,103.125,-145.0,-878.0,-166.0,27.25,-5.6875,-15.625,6.0,37.0,62.0,0x683f
1677620091.431416,9056.0,4699.0,411.0,192.8125,-7.9375,102.875,-124.0,-954.0,-179.0,3.0625,-6.75,-18.0,-1.0,-6.0,31.0,0x683f
1677620091.484962,9000.0,4594.0,493.0,191.5,-7.875,102.4375,-129.0,-945.0,-204.0,8.6875,-3.4375,-18.875,10.0,12.0,3.0,0x683f
1677620091.535307,8549.0,3792.0,-610.0,190.875,-7.8125,102.0,-119.0,-936.0,-193.0,3.375,-4.625,-7.75,3.0,-1.0,7.0,0x683f
1677620091.5876448,8599.0,3770.0,-606.0,190.8125,-7.625,101.8125,-163.0,-942.0,-170.0,3.8125,-5.0,-4.0,-36.0,9.0,27.0,0x683f
1677620091.640036,9134.0,5042.0,836.0,190.0625,-7.5625,101.5,-159.0,-944.0,-161.0,3.1875,-1.0,-5.0625,-31.0,8.0,30.0,0x683f
1677620091.6957178,9056.0,4774.0,703.0,189.5625,-7.75,101.3125,-163.0,-947.0,-173.0,0.5625,1.25,-5.0625,-16.0,4.0,19.0,0x683f
1677620091.7477171,8336.0,3635.0,-672.0,188.5,-7.9375,101.25,-147.0,-949.0,-194.0,-0.125,2.5625,-1.0625,-11.0,2.0,-4.0,0x683f
1677620091.801345,9166.0,5114.0,774.0,187.6875,-8.0625,101.3125,-130.0,-943.0,-166.0,-1.9375,2.625,-0.375,7.0,8.0,24.0,0x683f
1677620091.8517718,8467.0,3606.0,-836.0,186.9375,-8.1875,101.3125,-138.0,-952.0,-165.0,0.875,2.4375,-0.5625,1.0,-1.0,24.0,0x683f
1677620091.903609,8353.0,3554.0,-917.0,186.125,-8.25,101.1875,-139.0,-954.0,-166.0,0.4375,0.1875,-0.8125,2.0,-2.0,22.0,0x683f
1677620091.952961,8444.0,4214.0,-675.0,185.3125,-8.25,101.125,-137.0,-964.0,-181.0,1.4375,0.3125,-0.375,9.0,-18.0,-4.0,0x683f
1677620092.003215,8293.0,3883.0,-1017.0,185.3125,-8.25,101.125,-144.0,-955.0,-171.0,1.125,0.9375,1.3125,-3.0,-2.0,15.0,0x683f
1677620092.052948,8527.0,3806.0,-621.0,184.4375,-8.25,101.0625,-159.0,-934.0,-150.0,0.25,-0.9375,-1.8125,-14.0,18.0,27.0,0x683f
1677620092.1045032,8657.0,3953.0,-478.0,183.4375,-8.3125,101.0,-159.0,-948.0,-168.0,-1.25,-2.1875,-6.5625,-13.0,3.0,15.0,0x683f
1677620092.1573708,8974.0,4969.0,581.0,182.3125,-8.3125,100.9375,-137.0,-950.0,-168.0,-0.5625,-1.3125,-7.625,4.0,1.0,16.0,0x683f
1677620092.2093608,8430.0,4459.0,-590.0,180.375,-8.375,100.8125,-139.0,-950.0,-167.0,-0.1875,-0.4375,-6.25,2.0,2.0,15.0,0x683f
1677620092.262559,9004.0,4810.0,567.0,179.1875,-8.375,100.75,-130.0,-970.0,-159.0,-0.75,-0.0625,-3.9375,13.0,-18.0,21.0,0x683f
1677620092.313357,8177.0,4718.0,-843.0,178.25,-8.4375,100.6875,-129.0,-964.0,-186.0,2.375,1.0625,-2.625,13.0,-5.0,1.0,0x683f
1677620092.368623,8418.0,3714.0,-792.0,177.4375,-8.5,100.625,-159.0,-943.0,-153.0,0.5,1.6875,2.4375,-13.0,10.0,25.0,0x683f
1677620092.417274,8662.0,4739.0,-149.0,177.4375,-8.5625,100.5625,-161.0,-943.0,-171.0,-0.375,0.875,1.75,-14.0,9.0,6.0,0x683f
1677620092.4680839,8132.0,3815.0,-1151.0,176.75,-8.625,100.5625,-148.0,-949.0,-173.0,-1.5,0.625,0.3125,0.0,2.0,4.0,0x683f
